Conservative Buzz,Conservative Buzz,extremeright,none,
conservativebyte.com,Conservative Byte ,extremeright,none,Low
conservativedailynews.com,Conservative Daily News ,extremeright,none,Mixed
conservativedailypost.com,Conservative Daily Post ,extremeright,none,Low
conservativefiringline.com,Conservative Firing Line ,extremeright,none,Mixed
conservativefreepress.com,Conservative Free Press ,extremeright,none,Low
conservativematrix.com,Conservative Matrix ,right,none,Mixed
conservativemedia.com,Conservative Media ,right,none,Mixed
facebook.com/conservativepoliticstoday,Conservative Politics Today ,extremeright,none,Low
conservativepost.com,Conservative Post ,extremeright,none,Low
conservativetoday.org,Conservatives Today ,right,none,low
constitutionstatenews.com,Constitution State News ,rightcenter,none,Mixed
cair.com,Council for American-Islamic Relations ,rightcenter,none,Mixed
Council of Conservative Citizens,Council of Conservative Citizens,extremeright,none,Low
dailybuzzlive.com,Daily Buzz Live ,none,none,VeryLow
dailyheadlines.net,Daily Headlines ,extremeright,none,Low
dailypoliticalnewswire.com,Daily Political Newswire ,right,none,Mixed
dailystar.co.uk,Daily Star UK ,rightcenter,none,Mixed
dailystormer.name,Daily Stormer ,extremeright,none,VeryLow
DavidHarrisJr.com,DavidHarrisJr.com,extremeright,none,Low
DC Alert,DC Alert,extremeright,none,Mixed
dcbluedot.com,DC Blue Dot ,extremeleft,none,Mixed
dcdirtylaundry.com,DC Dirty Laundry ,extremeright,none,VeryLow
thedcgazette.com,DC Gazette ,right,none,Low
debka.com,DEBKAfile ,right,none,Mixed
decaturtimes.com,Decatur Times ,rightcenter,none,Mixed
deepleftfield.info,Deep Left Field ,extremeleft,none,Mixed
defendevropa.org,Defend Europa ,extremeright,none,Low
defiantamerica.com,Defiant America ,extremeright,none,Low
democrats.org,Democratic National Committee ,left,none,Mixed
denvercitywire.com,Denver City Wire ,rightcenter,none,Mixed
deplorablekel.com,Deplorable Kel ,extremeright,none,Low
discoverthenetworks.org,Discover the Networks ,extremeright,none,Low
djhjmedia.com,DJHJ Media ,extremeright,none,Low
dnyuz.com,DNyuz ,rightcenter,none,Mixed
eaglerising.com,Eagle Rising ,extremeright,none,Low
eastalamedanews.com,East Alameda News ,rightcenter,none,Mixed
eastarapahoenews.com,East Arapahoe News ,rightcenter,none,Mixed
eastarizonanews.com,East Arizona News ,rightcenter,none,Mixed
ecalabamanews.com,East Central Alabama News ,rightcenter,none,Mixed
eastcontracostanews.com,East Contra Costa News ,rightcenter,none,Mixed
eastlittlerocktimes.com,East Little Rock Times ,rightcenter,none,Mixed
eastsandiegonews.com,East San Diego News ,rightcenter,none,Mixed
eastsbvtimes.com,East SBV Times ,rightcenter,none,Mixed
eastsfvtoday.com,East SFV Today ,rightcenter,none,Mixed
eastsierranews.com,East Sierra News ,rightcenter,none,Mixed
eastventuranews.com,East Ventura News ,rightcenter,none,Mixed
emirates247.com,Emirates 24/7 ,rightcenter,none,Mixed
en-volve.com,En-volve ,extremeright,none,VeryLow
endthefed.org,End the Fed ,right,none,Low
everylegalvote.com,Every Legal Vote ,extremeright,none,Low
everytown.org,Everytown for Gun Safety ,left,none,Mixed
Evil.News,Evil.News,extremeright,none,Low
AbcBusinessNews.com,Experience Awareness ,right,none,VeryLow
explainlife.com,Explain Life ,LowFactual,none,emeright02
exposinggovernment.com,Exposing Government ,extremeright,none,Low
factcheckingturkey.com,Fact Checking Turkey ,right,none,Mixed
factswanted.com,Facts Wanted ,rightcenter,none,Mixed
familysurvivalheadlines.com,Family Survival Headlines ,right,none,Mixed
Fars News,Fars News,leftcenter,none,Mixed
fashthenation.com,Fash the Nation ,right,none,VeryLow
fayettevillestandard.com,Fayetteville Standard ,rightcenter,none,Mixed
FBNewsCycle,FBNewsCycle,extremeright,none,Low
femalista.com,Femalista ,left,none,Mixed
filmingcops.com,Filming Cops ,left,none,Mixed
firststatetimes.com,First State Times ,rightcenter,none,Mixed
flagandcross.com,Flag & Cross ,extremeright,none,Mixed
usafortrumponline.com,Flex Mag ,extremeright,none,Low
focusonthefamily.com,Focus on the Family ,extremeright,none,Low
foreignpolicyi.org,Foreign Policy Initiative ,rightcenter,none,Mixed
fortherightnews.com,For the Right News ,extremeright,none,Low
fortsmithtimes.com,Fort Smith Times ,rightcenter,none,Mixed
freedomnewsreport.com,Freedom News Report ,right,none,Mixed
Freedom Outpost,Freedom Outpost,right,none,Mixed
FreedomProject Media,FreedomProject Media,extremeright,none,Low
fresnoleader.com,Fresno Leader ,rightcenter,none,Mixed
friatider.se,Fria Tider ,extremeright,none,Low
gadsdentoday.com,Gadsden Today ,rightcenter,none,Mixed
gatestoneinstitute.org,Gatestone Institute ,extremeright,none,Mixed
pamelageller.com,Geller Report ,right,none,Low
genzconservative.com,Gen Z Conservative ,extremeright,none,Mixed
geologyin.com,Geology In ,none,none,Mixed
Ghost.Report,Ghost.Report,right,none,Mixed
girlsjustwannahaveguns.com,Girls Just Wanna Have guns ,extremeright,none,Low
globemagazine.com,Globe Magazine ,none,none,VeryLow
gnews.org,Gnews ,right,none,Low
thegoodlordabove.com,GOD Good Lord Above ,left,none,Mixed
godfatherpolitics.com,Godfather Politics ,extremeright,none,Mixed
goldcountrytoday.com,Gold Country Today ,rightcenter,none,Mixed
goldenstatetoday.com,Golden State Today ,rightcenter,none,Mixed
goodgopher.com,GoodGopher ,right,none,VeryLow
grainoftruth.ca,Grain of Truth ,extremeright,none,VeryLow
grandcanyontimes.com,Grand Canyon Times ,rightcenter,none,Mixed
grandjunctiontimes.com,Grand Junction Times ,rightcenter,none,Mixed
greatamericandaily.com,Great American Daily ,extremeright,none,Low
greatamericanrepublic.com,Great American Republic ,extremeright,none,Low
Grunge.com,Grunge.com,none,none,Mixed
Gucmakale.com,Gucmakale.com,left,none,Mixed
gulfnews.com,Gulf News ,rightcenter,none,Mixed
hangthebankers.com,Hang The Bankers ,right,none,Low
Hannity.com,Hannity.com,extremeright,none,Low
hartfordreporter.com,Hartford Reporter ,rightcenter,none,Mixed
en.hawarnews.com,Hawar News Agency ,left,none,Low
headtopics.com,Head Topics ,leftcenter,none,Mixed
hereistheevidence.com,Here is the Evidence ,right,none,Low
heartland.org,Heartland Institute ,right,none,Low
hoggwatch.com,Hogg Watch ,extremeright,none,Low
Hoodsite,Hoodsite,none,none,Mixed
hotspringstimes.com,Hot Springs Times ,rightcenter,none,Mixed
housatonicvalleynews.com,Housatonic Valley News ,rightcenter,none,Mixed
huntsvilleleader.com,Huntsville Leader ,rightcenter,none,Mixed
iharare.com,iHarare ,left,none,Mixed
ihatethemedia.com,I Hate the Media ,extremeright,none,Low
ilovemyfreedom.org,I love my Freedom ,extremeright,none,VeryLow
ihypocrite.net,"I, Hypocrite ",extremeright,none,Mixed
illegalaliencrimereport.com,Illegal Alien Crime Report ,right,none,mixed
illicitinfo.com,Illicit Info ,extremeright,none,Low
imowired.com,IMOwired ,extremeright,none,VeryLow
imperialcanews.com,Imperial CA News ,rightcenter,none,Mixed
infogalactic.com,InfoGalactic ,extremeright,none,Low
independentsentinel.com,Independent Sentinel ,right,none,Mixed
informationliberation.com,Information Liberation ,extremeright,none,
InfoRos.ru,InfoRos.ru,right,none,Low
infoscum.com,InfoScum ,leftcenter,none,Mixed
innerstrength.zone,Inner Strength Zone ,none,none,Mixed
ihr.org,Institute for Historical Review ,extremeright,none,VeryLow
interioralaskanews.com,Interior Alaska News ,rightcenter,none,Mixed
profam.org,International Organization for the Family ,extremeright,none,Low
jeffersonreporter.com,Jefferson Reporter ,rightcenter,none,Mixed
joeforamerica.com,Joe for America ,extremeright,none,Low
jonesborotimes.com,Jonesboro Times ,rightcenter,none,Mixed
justthefacts.org,Just the Facts ,right,none,Mixed
kentcountytoday.com,Kent County Today ,rightcenter,none,Mixed
kerncountytimes.com,Kern County Times ,rightcenter,none,Mixed
kingscountytimes.com,Kings County Times ,rightcenter,none,Mixed
knightstemplarinternational.com,Knights Templar International ,extremeright,none,Low
Korean Central News Agency,Korean Central News Agency,extremeleft,none,VeryLow
LADbible,LADbible,none,none,VeryLow
laharbornews.com,LA Harbor News ,rightcenter,none,Mixed
laketahoesun.com,Lake Tahoe Sun ,rightcenter,none,Mixed
lancastercourier.com,Lancaster Courier ,left,none,Mixed
larimernews.com,Larimer News ,rightcenter,none,Mixed
lastfrontiernews.com,Last Frontier News ,rightcenter,none,Mixed
laxleader.com,LAX Leader ,rightcenter,none,Mixed
leftaction.com,Left Action ,extremeleft,none,Low
leftexposed.org,Left Exposed ,extremeright,none,Low
lewrockwell.com,Lew Rockwell ,right,none,VeryLow
libertybell.com,Liberty Bell ,extremeright,none,Low
libertyhangout.org,Liberty Hangout ,extremeright,none,Low
libertytalk.fm,Liberty Talk.fm ,right,none,Mixed
Liberty Unyeilding,Liberty Unyeilding,right,none,MostlyFactual
lifenews.com,Life News ,right,none,Low
lifesitenews.com,Life Site News ,right,none,Mixed
litchfieldhillstoday.com,Litchfield Hills Today ,rightcenter,none,Mixed
londonwebnews.com,London Web News ,extremeleft,none,Low
loonwatch.com,LoonWatch ,extremeleft,none,Low
louderwithcrowder.com,Louder with Crowder ,right,none,Mixed
lowedeltanews.com,Lowe Delta News ,rightcenter,none,Mixed
lucianne.com,Lucianne.com ,right,none,Mixed
madworldnews.com,Mad World News ,extremeright,none,Low
magadailyreport.com,MAGA Daily Report ,right,none,Mixed
magapill.com,MagaPill ,right,none,Mixed
marinleader.com,Marin Leader ,rightcenter,none,Mixed
matsutimes.com,Mat-Su ,rightcenter,none,Mixed
en.mehrnews.com,Mehr News Agency ,right,none,Mixed
mercedtimes.com,Merced Times ,rightcenter,none,Mixed
en.mercopress.com,Mercopress ,leftcenter,none,Mixed
en.metapedia.org,Metapedia ,extremeright,none,Low
metricmedianews.com,Metric Media ,rightcenter,none,Mixed
middleamericandemocrat.com,Middle American Democrat ,extremeleft,none,Mixed
meforum.org,Middle East Forum ,extremeright,none,Low
memri.org,Middle East Media Research Institute ,right,none,Mixed
mixi.media,Mixi.Media ,right,none,Low
mobilecourant.com,Mobile Courant ,rightcenter,none,Mixed
mohavetoday.com,Mohave Today ,rightcenter,none,Mixed
montereytimes.com,Monterey Times ,rightcenter,none,Mixed
moonbattery.com,MoonBattery ,right,none,Low
front.moveon.org,MoveOn ,left,none,Mixed
MSMLies.com,MSMLies.com,right,none,Mixed
myrightamerica.com,My Right American ,extremeright,none,Low
navarroreport.com,Navarro Report ,extremeright,none,Low
natall.com,National Alliance ,extremeright,none,VeryLow
nationaleconomicseditorial.com,National Economics Editorial ,extremeright,none,Low
nationalenquirer.com,National Enquirer ,right,none,Low
National Policy Institute,National Policy Institute,extremeright,none,Low
home.nra.org,National Rifle Association ,right,none,Mixed
nrlc.org,National Right to Life Committee ,extremeright,none,Low
nationalvanguard.org,National Vanguard ,extremeright,none,VeryLow
naturalstatenews.com,Natural State News ,rightcenter,none,Mixed
naugatucktimes.com,Naugatuck Times ,rightcenter,none,Mixed
nealabamanews.com,NE Alabama News ,rightcenter,none,Mixed
necalinews.com,NE Cali News ,rightcenter,none,Mixed
necoloradonews.com,NE Colorado News ,rightcenter,none,Mixed
neconnnews.com,NE Connecticut News ,rightcenter,none,Mixed
nesacramentonews.com,NE Sacramento News ,rightcenter,none,Mixed
nevalleytimes.com,NE Valley Times ,rightcenter,none,Mixed
newnation.org,New Nation News ,extremeright,none,VeryLow
newsblaze.com,News Blaze ,extremeright,none,Mixed
newsbreak.com,News Break ,leftcenter,none,Mixed
newsheist.com,News Heist ,extremeright,none,Low
newshourfirst.com,News Hour First ,right,none,Low
newspunch.com,News Punch ,extremeright,none,VeryLow
newspushed.com,News Pushed ,extremeright,none,Low
newsready.com,NewsReady ,extremeright,none,Mixed
newsrescue.com,News Rescue ,rightcenter,none,Mixed
Newsservis.com,Newsservis.com,extremeright,none,VeryLow
newswithviews.com,News with Views ,right,none,Low
newsammo.com,NewsAmmo ,extremeright,none,Mixed
en.newsner.com,Newsner ,none,none,VeryLow
newswars.com,NewsWars ,extremeright,none,Low
Next News Network,Next News Network,extremeright,none,Low
nordicmonitor.com,Nordic Monitor ,leftcenter,none,Mixed
northalaskanews.com,North Alaska News ,rightcenter,none,Mixed
northbirminghamtimes.com,North Birmingham Times ,rightcenter,none,Mixed
ncarkansasnews.com,North Central Arkansas News ,rightcenter,none,Mixed
northcoastcanews.com,North Coast California News ,rightcenter,none,Mixed
northinlandnews.com,North Inland News ,rightcenter,none,Mixed
northjeffconews.com,North Jefferson County News ,rightcenter,none,Mixed
northlittlerocktimes.com,North Little Rock Times ,rightcenter,none,Mixed
northoctimes.com,North OC Times ,rightcenter,none,Mixed
northpimanews.com,North Pima News ,rightcenter,none,Mixed
northsactoday.com,North Sacramento Today ,rightcenter,none,Mixed
northnewcastlenews.com,North New Castle News ,rightcenter,none,Mixed
northsfvtoday.com,North SFV Today ,rightcenter,none,Mixed
northsgvnews.com,North SGV News ,rightcenter,none,Mixed
notallowedto.com,Not Allowed To ,none,none,Low
now8news.com,Now8News ,none,none,VeryLow
nowthisnews.com,NowThisNews ,none,none,none
NPR.News,NPR.News,con,none,do5
nationalrighttolifenews.org,NRL News Today ,extremeright,none,Low
ntd.tv,NTD.TV ,right,none,Mixed
nwalabamanews.com,NW Alabama News ,rightcenter,none,Mixed
nwarkansasnews.com,NW Arkansas News ,rightcenter,none,Mixed
nwconnnews.com,NW Connecticut News ,rightcenter,none,Mixed
nwlatimes.com,NW LA Times ,rightcenter,none,Mixed
nwriversidenews.com,NW Riverside News ,rightcenter,none,Mixed
nwvalleytimes.com,NW Valley Times ,rightcenter,none,Mixed
oaklandcitywire.com,Oakland City Wire ,rightcenter,none,Mixed
oathkeepers.org,Oath Keepers ,extremeright,none,Low
objectivist.co,Objectivist ,extremeright,none,Mixed
occupydemocrats.com,Occupy Democrats ,extremeleft,none,Low
outragedpatriot.com,Outraged Patriot ,extremeright,none,Low
overpassesforamerica.com,Overpasses for America ,extremeright,none,Low
pacificpundit.com,Pacific Pundit ,extremeright,none,Low
parler.com,Parler ,extremeright,none,Low
patribotics.blog,Patribotics Blog ,rightcenter,none,Low
Patriot Crier,Patriot Crier,extremeright,none,Low
patriotjournal.org,Patriot Journal ,extremeright,none,Mixed
patriotreport.com,Patriot Report ,extremeright,none,Low
patrioticviralnews.com,Patriotic Viral News ,extremeright,none,Low
pcmustdie.com,PC Must Die News ,extremeright,none,Low
peacedata.net,PeaceData ,none,none,Mixed
perezhilton.com,Perez Hilton ,left,none,Mixed
Personal Liberty,Personal Liberty,extremeright,none,Low
phxreporter.com,PHX Reporter ,rightcenter,none,Mixed
pinaltoday.com,Pinal Today ,rightcenter,none,Mixed
pmnightlynews.com,PM Nightly News ,extremeright,none,Mixed
Polipace,Polipace,extremeleft,none,Mixed
politicalflare.com,Political Flare ,extremeleft,none,Low
thepoliticalinsider.com,Political Insider ,none,none,none
politicalmayhem.news,Political Mayhem News ,extremeright,none,Low
politicalstate.org,Political State ,extremeleft,none,Mixed
politifact.news,Poltifact News ,none,none,none
pomonavalleynews.com,Pomona Valley News ,rightcenter,none,Mixed
pop.org,Population Research Institute ,extremeright,none,Low
Populist.Press,Populist.Press,extremeright,none,Low
powderedwigsociety.com,Powdered Wig Society ,extremeright,none,Low
pravdareport.com,Pravda Report ,right,none,VeryLow
presscorp.org,Press Corp ,right,none,Mixed
presstv.com,Press TV ,right,none,Low
prntly.com,Prntly ,none,none,none
en.protothema.gr,Proto Thema ,right,none,Mixed
protrumpnews.com,Pro Trump News ,extremeright,none,Low
pulaskitimes.com,Pulaski Times ,rightcenter,none,Mixed
puppetstringnews.com,Puppet String News ,extremeright,none,Low
rationalground.com,Rational Ground ,right,none,Mixed
rawconservativeopinions.com,Raw Conservative Opinions ,right,none,Mixed
realconservativesunite.com,Real Conservatives Unite ,none,none,none
realrawnews.com,Real Raw News ,extremeright,none,VeryLow
redbluedivide.com,Red Blue Divide ,right,none,Mixed
reddingtoday.com,Redding Today ,rightcenter,none,Mixed
redice.tv,Red Ice TV ,extremeright,none,Low
redorbit.com,Red Orbit ,none,none,Mixed
redstatewatcher.com,Red State Watcher ,extremeright,none,Low
RedState,RedState,right,none,Mixed
redwoodempirenews.com,Redwood Empire News ,rightcenter,none,Mixed
reedcooper.net,Reed Cooper News ,extremeright,none,Low
renewamerica.com,Renew America ,extremeright,none,Low
gop.com,Republican National Committee ,right,none,Mixed
Revolver.News,Revolver.News,right,none,Mixed
righterway.com,Righter Way ,extremeright,none,Low
rightwingnews.com,Right Side News ,extremeright,none,Low
rightsmarts.com,Right Smarts ,extremeright,none,Mixed
Right Wing Tribune,Right Wing Tribune,extremeright,none,Low
riverregiontimes.com,River Region Times ,rightcenter,none,Mixed
North Korea,Rodong Sinmun ,extremeleft,none,VeryLow
rt.com,RT News ,none,none,none
rudaw.net,Rudaw ,leftcenter,none,Mixed
rumble.com,Rumble ,extremeright,none,Low
ruptly.tv,Ruptly ,rightcenter,none,Mixed
RushLimbaugh.com,RushLimbaugh.com,extremeright,none,VeryLow
russia-insider.com,Russia Insider ,extremeright,none,Low
tass.com,Russia News Agency-TASS ,rightcenter,none,Mixed
ruthinstitute.org,Ruth Institute ,extremeright,none,Mixed
sacramentostandard.com,Sacramento Standard ,rightcenter,none,Mixed
sandiegocitywire.com,San Diego City Wire ,rightcenter,none,Mixed
sanfransun.com,San Francisco Sun ,rightcenter,none,Mixed
sanjoaquintimes.com,San Joaquin Times ,rightcenter,none,Mixed
sanjosestandard.com,San Jose Standard ,rightcenter,none,Mixed
santaclaratoday.com,Santa Clara Today ,rightcenter,none,Mixed
santacruzstandard.com,Santa Cruz Standard ,rightcenter,none,Mixed
sanmateosun.com,San Mateo Sun ,rightcenter,none,Mixed
smobserved.com,Santa Monica Observer ,right,none,Low
scalaskanews.com,SC Alaska News ,rightcenter,none,Mixed
scconnnews.com,SC Connecticut News ,none,none,none
sealaskanews.com,SE Alaska News ,rightcenter,none,Mixed
searizonanews.com,SE Arizona News ,rightcenter,none,Mixed
secureamericanow.org,Secure America Now ,right,none,Mixed
secoloradonews.com,SE Colorado News ,rightcenter,none,Mixed
seconnnews.com,SE Connecticut News ,rightcenter,none,Mixed
sedenvernews.com,SE Denver News ,rightcenter,none,Mixed
selatimes.com,SE LA Times ,rightcenter,none,Mixed
sfvtoday.com,SFV Today ,rightcenter,none,Mixed
sgvstandard.com,SGV Standard ,rightcenter,none,Mixed
shafaaq.com,Shafaq News ,none,none,none
shoalstoday.com,Shoals Today ,rightcenter,none,Mixed
shtfplan.com,SHTFplan.com ,extremeright,none,Mixed
sickchirpse.com,Sick Chirpse ,none,none,VeryLow
skepticink.com,SkepticInk ,none,none,none
sloreporter.com,SLO Reporter ,rightcenter,none,Mixed
Sohu.com,Sohu.com,leftcenter,none,Mixed
solanosun.com,Solono Sun ,rightcenter,none,Mixed
southafricatoday.net,South Africa Today ,right,none,Mixed
southalamedanews.com,South Alameda News ,rightcenter,none,Mixed
southbayleader.com,South Bay Leader ,rightcenter,none,Mixed
southbaysdnews.com,South Bay SD News ,rightcenter,none,Mixed
sonsof1776.com,Sons of 1776 ,extremeright,none,Low
southalabamatimes.com,South Alabama Times ,rightcenter,none,Mixed
southjeffconews.com,South Jefferson County News ,rightcenter,none,Mixed
southnewcastlenews.com,South New Castle News ,rightcenter,none,Mixed
southsactoday.com,South Sacramento Today ,rightcenter,none,Mixed
southsfbaynews.com,South SF Bay News ,rightcenter,none,Mixed
southsgvnews.com,South SGV News ,rightcenter,none,Mixed
springstimes.com,Spring Times ,rightcenter,none,Mixed
sputniknews.com,Sputnik ,right,none,VeryLow
stanislausnews.com,Stanislaus News ,rightcenter,none,Mixed
staresattheworld.com,Stares at the World ,extremeright,none,Low
stateofthenation.co,State of the Nation ,extremeright,none,Low
steadfastandloyal.com,Steadfast and Loyal ,extremeright,none,Low
stonecoldtruth.com,Stone Cold Truth ,extremeright,none,Low
stoppingsocialism.com,Stopping Socialism ,right,none,Mixed
southbirminghamtimes.com,South Birmingham Times ,rightcenter,none,Mixed
southoctimes.com,South OC Times ,rightcenter,none,Mixed
southpimanews.com,South Pima News ,rightcenter,none,Mixed
southsfvtoday.com,South SFV Today ,rightcenter,none,Mixed
stfnreport.com,Stranger than Fiction News ,right,none,Mixed
strategic-culture.org,Strategic Culture Foundation ,extremeright,none,VeryLow
trumpstudents.org,Students for Trump ,right,none,Mixed
Summit News,Summit News,extremeright,none,Low
survivalblog.com,SurvivalBlog.com ,extremeright,none,Low
sussexreview.com,Sussex Review ,rightcenter,none,Mixed
swampdrain.com,SwampDrain.com ,extremeright,none,Low
swarajyamag.com,Swarajya ,right,none,Low
swalaskanews.com,SW Alaska News ,rightcenter,none,Mixed
swarizonanews.com,SW Arizona News ,rightcenter,none,Mixed
swarkansastimes.com,SW Arkansas Times ,rightcenter,none,Mixed
swcoloradonews.com,SW Colorado News ,rightcenter,none,Mixed
swconnnews.com,SW Connecticut News ,rightcenter,none,Mixed
swriversidenews.com,SW Riverside News ,rightcenter,none,Mixed
swvalleytimes.com,SW Valley Times ,rightcenter,none,Mixed
Syria News,Syria News,none,none,Low
takimag.com,Taki’s Magazine ,extremeright,none,Low
tasnimnews.com,Tasnim News Agency ,right,none,Mixed
tbdailynews.com,TB Daily News ,right,none,_mixed
teaparty.org,Tea Party Inc. ,right,none,Mixed
teapartypatriots.org,Tea Party Patriots ,right,none,Mixed
techstartups.com,TechStartups ,rightcenter,none,Mixed
teddystick.com,Teddy Stick ,extremeright,none,Low
telesurtv.net,Telesur ,none,none,none
The African Exponent,The African Exponent,left,none,Mixed
theamericanmirror.com,The American Mirror ,extremeright,none,Low
angrypatriotmovement.com,The Angry Patriot ,extremeright,none,VeryLow
thebeardedpatriot.com,The Bearded Patriot ,extremeright,none,Low
